Operating Unit,Indicator,Description,Fine Age,Sex,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,55-59,Male,,,,,,,,,,,,,,,,,8,8,8
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,20-24,Male,13,19,20,8,8,16,8,8,3,15,9,19,9,13,20,12,7,17,7
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Unknown Sex,,,,,,,,,,,,,,,,,,,
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,15-19,Female,27,38,16,20,32,44,33,43,40,51,54,52,56,46,31,39,63,52,42
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,14-Oct,Unknown Sex,33,37,19,23,15,4,9,12,11,12,19,20,19,11,23,12,11,13,12
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,35-39,Male,88,94,87,65,39,56,38,41,45,61,54,68,52,55,50,41,66,57,47
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,15-19,Male,9,13,14,7,4,2,4,,1,2,4,7,5,5,4,1,4,6,2
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,65+,Female,,,,,,,,,,,,,,,,,5,7,4
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,65+,Male,,,,,,,,,,,,,,,,,8,4,2
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,30-34,Male,84,80,78,58,39,63,59,55,62,52,74,58,52,57,65,47,50,54,62
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,25-29,Male,25,68,39,27,22,49,27,34,28,30,50,36,36,28,32,25,34,28,33
Angola,TX_NEW,People newly enrolled on antiretroviral therapy,Unknown Age,Female,,,,,,,1,,,,,,,,,,,,
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",<01,Unknown Sex,5,2,2,2,18,,,,30,,,,,,,3,,,
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50+,Male,2128,2302,2396,2418,1,41,46,59,138,152,260,328,376,419,573,616,,,
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",30-34,Male,543,608,622,600,5,15,17,15,37,48,67,80,114,132,186,208,260,269,305
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",45-49,Female,2437,2499,2635,2546,4,59,71,94,192,234,339,447,455,589,833,889,895,937,1092
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",40-44,Female,3656,3781,3860,3747,4,68,79,117,246,278,404,542,622,766,1088,1188,1266,1356,1529
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",25-29,Male,185,217,226,203,2,4,4,8,10,32,32,35,36,65,84,112,105,93,126
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",15-19,Male,171,193,202,189,,3,3,4,3,3,9,20,16,25,40,57,71,73,73
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",60-64,Male,,,,,,,,,,,,,,,,,138,145,162
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",65+,Female,,,,,,,,,,,,,,,,,79,98,112
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",40-44,Male,1455,1527,1516,1470,3,25,29,20,65,71,99,147,151,179,252,255,287,331,419
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",35-39,Female,3485,3616,3540,3354,10,71,89,93,235,377,581,715,779,980,1317,1463,1563,1697,1924
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Unknown Age,Female,,,,,,,,6,4,,,,,,,,,,
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",55-59,Male,,,,,,,,,,,,,,,,,184,191,259
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",45-49,Male,1227,1321,1357,1311,,8,10,31,38,84,110,156,166,193,269,284,280,319,375
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50-54,Male,,,,,,,,,,,,,,,,,248,293,330
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",55-59,Female,,,,,,,,,,,,,,,,,353,383,464
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",30-34,Female,2524,2618,2577,2430,22,70,115,149,323,464,622,780,913,1138,1586,1657,1716,1919,2135
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",35-39,Male,1021,1054,1048,998,1,9,14,38,46,77,94,122,128,151,227,266,264,308,408
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",65+,Male,,,,,,,,,,,,,,,,,76,75,104
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",9-May,Unknown Sex,701,714,734,681,,4,4,3,10,67,95,113,126,145,183,177,212,254,323
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",25-29,Female,1127,1181,1249,1129,6,27,72,78,201,393,526,607,765,871,1153,1239,1231,1301,1533
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",15-19,Female,255,286,300,287,2,1,9,10,23,39,58,71,108,117,170,184,207,217,229
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",20-24,Male,102,122,124,119,1,4,4,6,10,15,23,21,35,52,51,66,64,71,84
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Female,,,,,,,,,,,,,,,,,,,
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",20-24,Female,410,436,414,405,9,12,34,25,78,176,248,326,439,512,640,736,769,791,892
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",60-64,Female,,,,,,,,,,,,,,,,,145,159,187
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",4-Jan,Unknown Sex,328,339,352,301,5,4,10,7,36,77,65,83,80,92,104,115,132,215,301
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50+,Female,3463,3800,3996,3915,,82,85,129,293,346,462,552,602,752,1079,1105,,,
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50-54,Female,,,,,,,,,,,,,,,,,560,595,737
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",14-Oct,Unknown Sex,636,643,722,673,,,3,5,14,48,80,66,80,109,151,174,185,215,236
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Unknown Sex,,,,,,,,,,,,,,,,,,,
Angola,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Male,,,,,,,,,,,,,,,,,,,
Angola,TX_TB,ART patients who were started on TB treatment,<15,Unknown Sex,,,,,,,,,,,,,,,,,,1033,
Angola,TX_TB,ART patients who were started on TB treatment,N/A,Unknown Sex,,1766,,1848,,168,,120,,,,,,755,,1018,,,
Angola,TX_TB,ART patients who were started on TB treatment,N/A,Female,,11739,,13966,,6300,,3966,,,,,,11665,,12551,,,
Angola,TX_TB,ART patients who were started on TB treatment,15+,Female,,,,,,,,,,,,,,,,,,12704,
Angola,TX_TB,ART patients who were started on TB treatment,N/A,Male,,4798,,5680,,2157,,1424,,,,,,3328,,3603,,,
Angola,TX_TB,ART patients who were started on TB treatment,15+,Male,,,,,,,,,,,,,,,,,,3580,
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,30-34,Female,,,,,25,327,463,505,247,396,188,358,276,276,286,343,430,374,382
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,15-19,Male,155,108,45,110,9,73,50,169,135,268,162,305,259,265,373,555,605,561,960
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,35-39,Female,,,,,19,177,302,357,176,250,143,222,177,204,204,238,248,302,330
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,45-49,Male,8,5,6,9,12,135,241,191,101,145,109,149,153,154,168,202,208,260,273
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,20-24,Male,332,309,286,538,65,568,509,795,780,1160,876,1348,1034,1488,1584,2048,2212,2503,3219
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,Unknown Age,Male,,,,,1,,,,4,,,,6,11,,1,124,,7
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,Unknown Age,Unknown Sex,,,,,,,,,,,,4,,1,,36,23,5,3
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,40-44,Female,,,,,8,123,190,198,118,151,99,135,129,120,117,162,162,170,198
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,40-44,Male,21,15,12,14,27,239,411,411,216,312,242,345,304,341,350,429,433,548,496
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,20-24,Female,,,,,44,321,278,436,399,448,198,383,248,286,246,447,477,427,707
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,45-49,Female,,,,,1,56,103,79,49,48,39,75,52,62,63,93,91,88,87
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,35-39,Male,51,32,32,51,29,348,471,644,333,444,302,515,462,539,532,718,718,826,876
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,25-29,Male,229,253,219,432,77,626,612,873,625,1086,858,1226,956,1332,1409,1758,1733,2057,2513
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,30-34,Male,113,94,107,192,52,510,659,812,529,732,605,882,662,892,972,1189,1190,1379,1593
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,50+,Female,,,,,2,33,81,63,38,51,34,54,46,65,58,56,77,75,82
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,50+,Male,4,2,7,9,5,87,283,154,83,116,94,140,154,132,139,145,209,260,239
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,25-29,Female,,,,,39,408,340,541,335,481,208,393,282,330,264,445,470,408,572
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,15-19,Female,,,,,11,42,37,79,83,91,45,122,49,60,71,157,139,95,201
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,14-Oct,Unknown Sex,1,,,,2,20,14,23,43,91,32,1,44,23,18,14,16,18,20
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,Unknown Age,Female,,,,,3,,,,,,,,1,2,,4,33,,1
Asia Region,HTS_SELF,Individual HIV self-test kits distributed,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Asia Region,HTS_TST,Individuals tested for HIV and received their results,4-Jan,Unknown Sex,64,49,107,125,262,201,52,130,333,485,399,525,368,416,442,505,645,692,744
Asia Region,HTS_TST,Individuals tested for HIV and received their results,20-24,Male,13469,12265,9725,12313,7794,9850,4821,8619,8388,12845,11569,11677,13224,18094,18698,19683,20803,21971,21466
Asia Region,HTS_TST,Individuals tested for HIV and received their results,50+,Male,11782,12584,12524,10960,1489,1727,1233,1405,7162,10727,10494,10577,2705,3362,3734,3415,5799,5811,5979
Asia Region,HTS_TST,Individuals tested for HIV and received their results,15-19,Male,3620,5283,4252,5090,3045,3225,1823,3613,2922,5329,4008,3767,4937,6795,7928,8312,10201,9368,9156
Asia Region,HTS_TST,Individuals tested for HIV and received their results,40-44,Male,6547,6084,6252,5160,2393,2734,1770,2226,2379,2839,2959,3595,4163,4708,5349,5512,6521,6674,6869
Asia Region,HTS_TST,Individuals tested for HIV and received their results,30-34,Male,14682,10883,10331,9629,5433,5815,3672,5167,5165,6201,6980,8087,9961,11941,13486,14191,14691,15274,15883
Asia Region,HTS_TST,Individuals tested for HIV and received their results,<01,Unknown Sex,4,4,27,25,61,5,2,5,17,22,29,16,23,21,14,11,49,45,14
Asia Region,HTS_TST,Individuals tested for HIV and received their results,Coarse,Male,57217,54508,54749,69439,283,,58222,82968,30053,19884,19131,19920,31321,22184,20296,16286,,,
Asia Region,HTS_TST,Individuals tested for HIV and received their results,25-29,Male,18275,13075,11753,13148,7273,8019,4767,7355,7018,8538,9419,10867,13231,16768,18343,19046,19319,19700,21016
Asia Region,HTS_TST,Individuals tested for HIV and received their results,Unknown Age,Male,5949,6527,214,158,4147,5327,3803,6179,5504,10984,9368,7219,28,15,18,5,1456,1167,1265
Asia Region,HTS_TST,Individuals tested for HIV and received their results,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Asia Region,HTS_TST,Individuals tested for HIV and received their results,45-49,Female,5809,6620,5631,5422,838,966,500,782,759,1221,883,1482,1340,1613,1715,1596,2404,2428,2303
Asia Region,HTS_TST,Individuals tested for HIV and received their results,15-19,Female,5597,5491,5026,7830,1539,1214,391,1078,1899,2515,2711,2800,1268,1348,1286,1301,2195,2018,2348
Asia Region,HTS_TST,Individuals tested for HIV and received their results,50+,Female,15308,18790,17886,15646,764,1073,586,896,6316,9346,8239,8934,1364,1947,1926,1610,3338,3074,3220
Asia Region,HTS_TST,Individuals tested for HIV and received their results,30-34,Female,30721,20880,20304,17787,3126,3174,1105,2205,2954,3413,3401,4228,3037,3611,3769,3440,5176,5221,5244
Asia Region,HTS_TST,Individuals tested for HIV and received their results,14-Oct,Unknown Sex,56,136,158,112,417,380,164,299,518,818,897,919,577,656,764,755,820,899,1008
Asia Region,HTS_TST,Individuals tested for HIV and received their results,Coarse,Female,72356,65604,69564,88979,,,90300,166149,60234,17692,18924,19718,31179,21944,21815,14823,,,
Asia Region,HTS_TST,Individuals tested for HIV and received their results,35-39,Male,10112,8394,8349,7097,3755,4029,2556,3312,3637,4305,4645,5485,6521,7714,8440,8763,9579,9877,10306
Asia Region,HTS_TST,Individuals tested for HIV and received their results,Unknown Age,Female,34,36,34,31,3574,4962,2674,3923,4227,7805,7701,6716,13,11,9,15,3502,3756,3893
Asia Region,HTS_TST,Individuals tested for HIV and received their results,40-44,Female,9424,8372,7695,7093,1392,1622,633,1251,1250,1678,1375,2058,1852,2339,2429,2072,3325,3193,3264
Asia Region,HTS_TST,Individuals tested for HIV and received their results,Coarse,Unknown Sex,1533,1167,1040,1430,,,2043,2571,706,249,298,194,502,268,256,454,,,
Asia Region,HTS_TST,Individuals tested for HIV and received their results,Retired Age Band,Unknown Sex,,,,,,,,,,,,,,,,,,,
Asia Region,HTS_TST,Individuals tested for HIV and received their results,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Asia Region,HTS_TST,Individuals tested for HIV and received their results,9-May,Unknown Sex,94,106,103,110,319,213,52,155,384,586,504,629,483,543,593,571,647,801,720
Asia Region,HTS_TST,Individuals tested for HIV and received their results,35-39,Female,17645,13060,12523,11280,2230,2484,857,1736,2158,2675,2515,3311,2710,3298,3335,3153,4382,4490,4401
Asia Region,HTS_TST,Individuals tested for HIV and received their results,25-29,Female,33211,26361,26224,22197,3817,3731,1202,2409,3659,4163,4303,5328,3417,4025,4246,3967,6115,6291,6635
Asia Region,HTS_TST,Individuals tested for HIV and received their results,20-24,Female,26068,25089,22997,20735,3983,3825,1067,2446,4407,5814,6192,6455,2935,3606,3601,3305,6230,6305,6810
Asia Region,HTS_TST,Individuals tested for HIV and received their results,45-49,Male,4609,4639,4586,3839,1310,1386,1043,1223,1443,1706,1754,2226,2501,2761,3033,3020,3942,3950,4240
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,40-44,Female,105,98,116,128,144,148,58,120,164,257,181,331,319,350,383,339,423,380,404
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,30-34,Male,422,441,414,451,482,446,269,431,435,610,650,817,888,884,1029,1169,1097,1282,1211
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,30-34,Female,141,142,156,183,202,186,83,124,208,288,217,332,263,329,337,354,410,395,363
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,9-May,Unknown Sex,,9,7,2,26,15,2,8,15,41,23,35,39,33,44,41,36,53,37
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,15-19,Female,12,26,23,26,56,38,16,32,54,66,47,58,58,49,63,58,79,62,62
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,Unknown Age,Female,1,,2,11,121,93,85,88,108,110,89,100,3,1,,4,42,55,50
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,40-44,Male,230,243,269,271,248,255,134,201,243,317,279,430,432,505,532,559,577,661,588
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,14-Oct,Unknown Sex,,10,5,5,21,16,7,6,25,31,28,35,33,45,44,26,39,36,38
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,Coarse,Female,675,619,605,599,,,348,803,176,84,114,115,195,212,238,192,,,
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,20-24,Female,100,70,82,89,164,161,47,90,173,195,179,242,193,224,241,247,235,287,266
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,45-49,Female,59,61,59,86,119,136,52,60,146,210,171,289,263,314,337,350,361,382,348
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,Unknown Age,Male,,,8,33,362,547,405,465,336,391,314,295,11,2,,,68,72,59
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,45-49,Male,112,149,149,170,138,171,82,129,157,249,208,384,352,386,401,416,457,457,430
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,15-19,Male,80,99,71,102,132,170,115,149,137,151,181,183,197,214,248,261,247,281,296
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,25-29,Male,525,503,454,638,561,636,365,570,510,712,818,1059,1113,1161,1353,1460,1487,1612,1657
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,Coarse,Male,2615,2235,2383,2432,35,,1551,2332,834,664,767,695,976,1003,1015,1194,,,
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,50+,Female,58,58,66,93,104,118,36,64,200,216,181,298,244,328,358,339,375,370,378
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,4-Jan,Unknown Sex,1,4,2,8,27,28,6,16,18,41,28,49,34,39,39,51,48,42,70
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,50+,Male,132,128,119,145,176,187,92,152,300,391,308,495,441,516,542,552,628,668,657
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,<01,Unknown Sex,,,5,6,5,1,,1,2,1,2,1,4,1,2,,5,4,1
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,35-39,Female,136,134,149,195,209,198,80,126,192,274,255,403,373,427,430,434,454,469,437
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,Retired Age Band,Unknown Sex,,,,,,,,,,,,,,,,,,,
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,20-24,Male,410,425,365,452,556,708,397,611,639,777,892,903,972,1002,1067,1300,1262,1454,1366
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,35-39,Male,315,322,311,368,355,327,164,242,336,413,449,589,578,676,740,801,800,897,863
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,25-29,Female,89,114,137,128,194,140,72,104,184,221,179,308,252,276,296,307,331,361,307
Asia Region,HTS_TST_POS,Individuals newly tested positive for HIV,Coarse,Unknown Sex,28,25,15,20,,,21,41,10,2,7,6,11,14,17,23,,,
Asia Region,PMTCT_ART,HIV-positive pregnant women who received ART,65+,Female,,,,,,,,,,,,,,,,,,,1
Asia Region,PMTCT_ART,HIV-positive pregnant women who received ART,40-44,Female,,,,,,,,,,,,,,,,,,,3
